Index,Height(Inches),Weight(Pounds),Weight(Kg),Height(Meters)
21242,70.26322,128.9824,58.4954195,1.784685788
21243,71.18245,134.1429,60.83578231,1.80803423
21244,67.48152,113.786,51.60362812,1.714030608
21245,67.30461,121.5465,55.12312925,1.709537094
21246,68.27851,128.6151,58.32884354,1.734274154
21247,67.93965,129.5938,58.77269841,1.72566711
21248,66.34597,117.4876,53.28235828,1.685187638
21249,66.17643,134.2907,60.90281179,1.680881322
21250,64.65454,116.1862,52.6921542,1.642225316
21251,67.54127,125.4026,56.87192744,1.715548258
21252,68.59123,122.8707,55.72367347,1.742217242
21253,63.19682,109.5683,49.690839,1.605199228
21254,67.87138,121.2874,55.00562358,1.723933052
21255,69.10296,143.9699,65.29247166,1.755215184
21256,69.35396,136.2498,61.79129252,1.761590584
21257,66.69452,117.4852,53.28126984,1.694040808
21258,68.01196,111.6817,50.64929705,1.727503784
21259,65.03661,104.7919,47.5246712,1.651929894
21260,67.43888,124.3636,56.40072562,1.712947552
21261,66.47035,128.7613,58.39514739,1.68834689
21262,70.20849,144.0743,65.33981859,1.783295646
21263,67.13509,125.9127,57.10326531,1.705231286
21264,64.94556,129.3952,58.68263039,1.649617224
21265,68.59608,118.1328,53.57496599,1.742340432
21266,66.23435,136.462,61.88752834,1.68235249
21267,69.86976,124.5872,56.50213152,1.774691904
21268,67.15711,121.2002,54.9660771,1.705790594
21269,66.2651,124.1129,56.28702948,1.68313354
21270,68.35631,129.7324,58.83555556,1.736250274
21271,71.29633,135.8907,61.62843537,1.810926782
21272,70.11197,139.2857,63.16811791,1.780844038
21273,66.10542,133.4835,60.53673469,1.679077668
21274,69.08371,133.6883,60.62961451,1.754726234
21275,67.40367,128.5047,58.27877551,1.712053218
21276,66.85289,131.739,59.74557823,1.698063406
21277,69.20063,132.4558,60.0706576,1.757696002
21278,70.60672,124.7653,56.58290249,1.793410688
21279,68.53661,121.9863,55.32258503,1.740829894
21280,68.93974,131.5648,59.66657596,1.751069396
21281,67.96975,127.7058,57.91646259,1.72643165
21282,65.23482,104.5786,47.42793651,1.656964428
21283,71.6941,137.807,62.49750567,1.82103014
21284,69.24201,113.2636,51.36671202,1.758747054
21285,67.94013,140.4541,63.69800454,1.725679302
21286,69.61292,132.7728,60.21442177,1.768168168
21287,67.27993,122.6409,55.61945578,1.708910222
21288,66.33297,135.2301,61.32884354,1.684857438
21289,66.12205,109.5588,49.68653061,1.67950007
21290,72.21224,144.4488,65.50965986,1.834190896
21291,68.64486,134.8144,61.14031746,1.743579444
21292,66.69156,126.1919,57.22988662,1.693965624
21293,65.73194,116.6978,52.92417234,1.669591276
21294,68.38632,138.149,62.65260771,1.737012528
21295,71.57464,153.8989,69.7954195,1.817995856
21296,71.70436,130.4351,59.15424036,1.821290744
21297,71.22448,130.8944,59.36253968,1.809101792
21298,69.04649,116.1818,52.69015873,1.753780846
21299,69.24498,131.2336,59.51637188,1.758822492
21300,69.31455,149.1439,67.63895692,1.76058957
21301,67.37766,116.1292,52.66630385,1.711392564
21302,65.85673,120.8833,54.82235828,1.672760942
21303,68.3071,111.1158,50.39265306,1.73500034
21304,62.66611,102.4978,46.48426304,1.591719194
21305,66.11815,124.0832,56.27356009,1.67940101
21306,66.10233,119.1205,54.02290249,1.678999182
21307,70.76474,134.5527,61.02163265,1.797424396
21308,67.3541,126.4415,57.3430839,1.71079414
21309,67.29001,115.4747,52.36947846,1.709166254
21310,68.9878,136.8897,62.0814966,1.75229012
21311,67.50241,129.6194,58.78430839,1.714561214
21312,67.80553,131.8187,59.78172336,1.722260462
21313,70.86344,143.7688,65.20126984,1.799931376
21314,66.88387,134.1093,60.82054422,1.698850298
21315,69.60302,114.8928,52.10557823,1.767916708
21316,65.8415,109.0991,49.47804989,1.6723741
21317,68.05408,140.0282,63.50485261,1.728573632
21318,67.79184,130.6684,59.26004535,1.721912736
21319,66.63211,130.5872,59.22321995,1.692455594
21320,68.05862,130.8255,59.33129252,1.728688948
21321,66.37615,122.9051,55.73927438,1.68595421
21322,66.6771,106.3209,48.21809524,1.69359834
21323,63.97165,125.9937,57.14,1.62487991
21324,69.12251,146.0978,66.25750567,1.755711754
21325,68.28209,134.7229,61.09882086,1.734365086
21326,68.12163,149.2238,67.67519274,1.730289402
21327,66.18678,118.8765,53.9122449,1.681144212
21328,67.49155,121.369,55.04263039,1.71428537
21329,70.23978,127.3437,57.7522449,1.784090412
21330,69.18802,119.5174,54.20290249,1.757375708
21331,66.98707,115.3673,52.32077098,1.701471578
21332,71.11033,145.6761,66.0662585,1.806202382
21333,68.61714,128.542,58.29569161,1.742875356
21334,66.8577,127.9222,58.01460317,1.69818558
21335,67.07586,138.2211,62.68530612,1.703726844
21336,63.93118,111.9108,50.75319728,1.623851972
21337,65.85939,113.125,51.30385488,1.672828506
21338,69.44418,139.1515,63.10725624,1.763882172
21339,67.8368,129.6571,58.8014059,1.72305472
21340,64.76778,123.182,55.86485261,1.645101612
21341,66.2066,113.314,51.38956916,1.68164764
21342,67.79536,131.6799,59.71877551,1.722002144
21343,72.01784,124.9024,56.64507937,1.829253136
21344,65.20628,115.5842,52.41913832,1.656239512
21345,67.38543,127.1064,57.64462585,1.711589922
21346,66.56993,115.3937,52.33274376,1.690876222
21347,66.03326,108.599,49.25124717,1.677244804
21348,68.54084,122.4814,55.54712018,1.740937336
21349,66.75178,123.5222,56.01913832,1.695495212
21350,71.83647,140.7706,63.84154195,1.824646338
21351,63.58595,131.2403,59.51941043,1.61508313
21352,67.86356,125.8127,57.05791383,1.723734424
21353,69.18172,135.9835,61.67052154,1.757215688
21354,70.22442,129.4703,58.71668934,1.783700268
21355,70.26193,126.4545,57.34897959,1.784653022
21356,68.25391,131.4638,59.62077098,1.733649314
21357,67.64774,133.374,60.48707483,1.718252596
21358,67.60438,113.665,51.54875283,1.717151252
21359,64.18161,92.72194,42.05076644,1.630212894
21360,69.07121,133.7058,60.63755102,1.754408734
21361,67.16346,119.9669,54.40675737,1.705951884
21362,65.77951,122.1882,55.41414966,1.670799554
21363,66.50073,124.7978,56.59764172,1.689118542
21364,63.97477,113.8485,51.63197279,1.624959158
21365,67.69537,103.4807,46.93002268,1.719462398
21366,70.51405,154.9609,70.27705215,1.79105687
21367,69.76942,133.3499,60.47614512,1.772143268
21368,70.56116,142.826,64.77369615,1.792253464
21369,68.60348,115.6884,52.46639456,1.742528392
21370,64.8078,126.7873,57.4999093,1.64611812
21371,70.90317,130.958,59.39138322,1.800940518
21372,66.45704,120.7458,54.76,1.688008816
21373,69.81243,134.6215,61.05283447,1.773235722
21374,67.93456,113.5044,51.47591837,1.725537824
21375,68.21735,122.932,55.75147392,1.73272069
21376,70.49535,141.461,64.15464853,1.79058189
21377,67.39105,106.465,48.28344671,1.71173267
21378,71.6752,139.7622,63.38421769,1.82055008
21379,68.59578,147.415,66.85487528,1.742332812
21380,67.0862,115.6875,52.46598639,1.70398948
21381,68.16122,136.504,61.90657596,1.731294988
21382,67.98705,105.9146,48.0338322,1.72687107
21383,64.80826,114.3374,51.85369615,1.646129804
21384,68.38232,142.4635,64.60929705,1.736910928
21385,69.73223,130.6929,59.27115646,1.771198642
21386,65.31482,110.0279,49.89927438,1.658996428
21387,67.93911,117.1572,53.13251701,1.725653394
21388,66.28781,128.8133,58.41873016,1.683710374
21389,65.31992,157.9292,71.62321995,1.659125968
21390,67.56335,120.957,54.85578231,1.71610909
21391,69.33362,127.7738,57.94730159,1.761073948
21392,68.05282,119.9513,54.39968254,1.728541628
21393,68.7317,130.5724,59.21650794,1.74578518
21394,66.24459,131.6161,59.68984127,1.682612586
21395,67.13869,130.7992,59.31936508,1.705322726
21396,64.8849,115.8741,52.55061224,1.64807646
21397,67.27717,128.8991,58.45764172,1.708840118
21398,66.586,116.0707,52.63977324,1.6912844
21399,67.12561,113.2244,51.34893424,1.704990494
21400,65.22732,115.8697,52.54861678,1.656773928
21401,67.58676,132.6108,60.14095238,1.716703704
21402,69.53328,124.1201,56.29029478,1.766145312
21403,68.83049,141.3701,64.11342404,1.748294446
21404,68.31099,116.924,53.02675737,1.735099146
21405,68.74387,124.9707,56.67605442,1.746094298
21406,64.0985,103.2453,46.82326531,1.6281019
21407,70.8389,150.1694,68.10403628,1.79930806
21408,68.9783,130.9676,59.39573696,1.75204882
21409,67.48817,124.8039,56.60040816,1.714199518
21410,69.27081,124.6497,56.53047619,1.759478574
21411,67.12082,119.5077,54.1985034,1.704868828
21412,70.77956,125.8114,57.05732426,1.797800824
21413,67.97148,111.5771,50.60185941,1.726475592
21414,72.82909,149.1342,67.63455782,1.849858886
21415,66.00035,115.6001,52.42634921,1.67640889
21416,66.37328,127.1567,57.66743764,1.685881312
21417,67.24395,128.6992,58.36698413,1.70799633
21418,69.45193,122.1409,55.39269841,1.764079022
21419,70.32167,133.6321,60.60412698,1.786170418
21420,64.85287,124.4417,56.43614512,1.647262898
21421,66.82049,124.4221,56.42725624,1.697240446
21422,67.88258,124.2948,56.36952381,1.724217532
21423,68.26595,121.0339,54.8906576,1.73395513
21424,66.40595,108.3041,49.11750567,1.68671113
21425,69.54769,148.9234,67.53895692,1.766511326
21426,68.91851,117.4566,53.26829932,1.750530154
21427,67.1916,123.127,55.8399093,1.70666664
21428,67.33889,120.5712,54.68081633,1.710407806
21429,67.05347,120.1048,54.46929705,1.703158138
21430,66.71262,124.3153,56.37882086,1.694500548
21431,69.98886,141.4564,64.15256236,1.777717044
21432,71.51013,139.8831,63.43904762,1.816357302
21433,73.19268,150.9736,68.46875283,1.859094072
21434,67.79156,132.7662,60.21142857,1.721905624
21435,68.64126,132.4578,60.07156463,1.743488004
21436,66.17287,133.4576,60.52498866,1.680790898
21437,67.35348,134.5655,61.02743764,1.710778392
21438,67.26831,123.5621,56.03723356,1.708615074
21439,66.43498,113.6441,51.53927438,1.687448492
21440,69.66258,122.2091,55.42362812,1.769429532
21441,67.46824,107.2974,48.66095238,1.713693296
21442,71.53982,140.1055,63.5399093,1.817111428
21443,70.50755,130.405,59.14058957,1.79089177
21444,67.39344,140.9644,63.92943311,1.711793376
21445,68.28771,142.5192,64.63455782,1.734507834
21446,70.85948,143.5364,65.09587302,1.799830792
21447,68.2026,128.7043,58.36929705,1.73234604
21448,71.52565,142.5129,64.63170068,1.81675151
21449,67.68578,122.5681,55.58643991,1.719218812
21450,68.77033,145.575,66.02040816,1.746766382
21451,69.69672,124.4363,56.43369615,1.770296688
21452,69.86332,132.8198,60.23573696,1.774528328
21453,68.11448,130.3112,59.09804989,1.730107792
21454,67.44093,132.8781,60.26217687,1.712999622
21455,64.59419,103.0731,46.74517007,1.640692426
21456,66.89966,119.9647,54.40575964,1.699251364
21457,66.46718,113.4911,51.46988662,1.688266372
21458,68.19723,124.665,56.53741497,1.732209642
21459,69.78449,137.4408,62.33142857,1.772526046
21460,66.84378,117.16,53.13378685,1.697832012
21461,67.60705,117.721,53.38820862,1.71721907
21462,69.81536,130.9669,59.3954195,1.773310144
21463,68.71877,128.5218,58.28653061,1.745456758
21464,69.44319,119.0987,54.01301587,1.763857026
21465,66.78997,124.5261,56.47442177,1.696465238
21466,70.36901,141.0114,63.9507483,1.787372854
21467,68.40678,128.6087,58.32594104,1.737532212
21468,66.17464,115.9334,52.57750567,1.680835856
21469,64.05399,133.0834,60.35528345,1.626971346
21470,66.90763,128.5777,58.31188209,1.699453802
21471,66.08072,103.0628,46.74049887,1.678450288
21472,68.68999,121.2085,54.96984127,1.744725746
21473,66.15716,121.0179,54.88340136,1.680391864
21474,68.64629,122.4392,55.52798186,1.743615766
21475,64.94119,116.4141,52.7955102,1.649506226
21476,68.07015,137.3806,62.30412698,1.72898181
21477,64.00869,118.3034,53.6523356,1.625820726
21478,65.53683,107.9785,48.96984127,1.664635482
21479,67.41471,121.7855,55.23151927,1.712333634
21480,65.74584,121.5395,55.11995465,1.669944336
21481,66.18987,140.962,63.92834467,1.681222698
21482,63.73028,114.8628,52.09197279,1.618749112
21483,67.5378,107.9156,48.94131519,1.71546012
21484,68.83259,123.8887,56.18535147,1.748347786
21485,68.60078,114.8935,52.10589569,1.742459812
21486,70.33758,135.3466,61.381678,1.786574532
21487,68.06319,122.375,55.49886621,1.728805026
21488,67.31084,134.7184,61.09678005,1.709695336
21489,67.93548,111.8576,50.72907029,1.725561192
21490,70.21616,124.6681,56.53882086,1.783490464
21491,70.22715,126.5091,57.3737415,1.78376961
21492,67.41853,123.4532,55.9878458,1.712430662
21493,69.66876,126.5893,57.41011338,1.769586504
21494,66.51862,131.9422,59.83773243,1.689572948
21495,66.56167,123.7117,56.10507937,1.690666418
21496,65.37204,125.3946,56.86829932,1.660449816
21497,71.0227,140.9263,63.9121542,1.80397658
21498,69.76803,125.9309,57.11151927,1.772107962
21499,69.13129,124.6745,56.54172336,1.755934766
21500,70.11223,142.237,64.50657596,1.780850642
21501,66.65293,122.3701,55.49664399,1.692984422
21502,71.50512,126.6515,57.438322,1.816230048
21503,67.35973,133.4416,60.51773243,1.710937142
21504,67.0525,125.5655,56.94580499,1.7031335
21505,70.82773,148.3559,67.2815873,1.799024342
21506,68.41937,125.6235,56.97210884,1.737851998
21507,68.65019,123.9353,56.20648526,1.743714826
21508,67.9628,132.746,60.20226757,1.72625512
21509,70.56903,126.337,57.29569161,1.792453362
21510,69.24189,135.4178,61.41396825,1.758744006
21511,67.38822,140.2362,63.59918367,1.711660788
21512,63.09263,104.4273,47.35931973,1.602552802
21513,68.73587,111.0236,50.350839,1.745891098
21514,67.79277,142.0958,64.44253968,1.721936358
21515,68.54986,136.4451,61.87986395,1.741166444
21516,70.1535,120.8283,54.79741497,1.7818989
21517,70.09971,126.219,57.24217687,1.780532634
21518,67.95659,134.1742,60.84997732,1.726097386
21519,69.44167,121.8278,55.25070295,1.763818418
21520,67.44686,126.7548,57.48517007,1.713150244
21521,69.5806,131.3823,59.58380952,1.76734724
21522,69.63943,138.8988,62.99265306,1.768841522
21523,69.95134,143.1008,64.898322,1.776764036
21524,66.54229,129.1494,58.57115646,1.690174166
21525,65.47078,129.3234,58.65006803,1.662957812
21526,65.98373,137.8792,62.53024943,1.675986742
21527,67.1234,123.9595,56.21746032,1.70493436
21528,65.06387,105.1229,47.67478458,1.652622298
21529,69.55975,139.0725,63.07142857,1.76681765
21530,68.47409,124.6217,56.51777778,1.739241886
21531,69.93312,139.2227,63.13954649,1.776301248
21532,67.5759,144.2837,65.43478458,1.71642786
21533,66.79037,126.0623,57.17111111,1.696475398
21534,69.56945,134.6805,61.07959184,1.76706403
21535,73.00543,144.8899,65.70970522,1.854337922
21536,68.94047,124.2216,56.33632653,1.751087938
21537,66.71029,114.4104,51.88680272,1.694441366
21538,70.56037,126.6797,57.45111111,1.792233398
21539,66.06623,121.9,55.28344671,1.678082242
21540,72.09895,144.037,65.32290249,1.83131333
21541,67.44827,119.4643,54.17882086,1.713186058
21542,68.97642,135.795,61.58503401,1.752001068
21543,69.04275,113.957,51.68117914,1.75368585
21544,68.66189,137.4046,62.31501134,1.744012006
21545,71.18002,136.655,61.97505669,1.807972508
21546,66.66057,126.3655,57.30861678,1.693178478
21547,63.36463,110.6809,50.1954195,1.609461602
21548,69.34799,125.2128,56.78585034,1.761438946
21549,69.77767,135.8281,61.60004535,1.772352818
21550,69.07072,130.9719,59.39768707,1.754396288
21551,68.32296,118.1762,53.59464853,1.735403184
21552,66.55968,118.5975,53.78571429,1.690615872
21553,68.37761,112.1167,50.84657596,1.736791294
21554,65.98221,115.1319,52.21401361,1.675948134
21555,63.25998,110.1988,49.97678005,1.606803492
21556,71.62632,153.9411,69.81455782,1.819308528
21557,66.09519,98.68208,44.75377778,1.678817826
21558,67.48908,116.7462,52.94612245,1.714222632
21559,70.30231,124.28,56.36281179,1.785678674
21560,64.70216,119.9535,54.40068027,1.643434864
21561,64.77568,101.9952,46.25632653,1.645302272
21562,66.64032,119.5377,54.21210884,1.692664128
21563,70.55327,126.3116,57.28417234,1.792053058
21564,67.87381,126.972,57.58367347,1.723994774
21565,65.91455,113.3049,51.38544218,1.67422957
21566,69.77502,125.1068,56.73777778,1.772285508
21567,66.139,107.6645,48.82743764,1.6799306
21568,65.92413,125.8118,57.05750567,1.674472902
21569,69.6475,131.9709,59.8507483,1.7690465
21570,68.14729,124.0205,56.24512472,1.730941166
21571,67.74068,113.6562,51.5447619,1.720613272
21572,68.11275,106.676,48.37913832,1.73006385
21573,68.20793,113.7575,51.59070295,1.732481422
21574,68.37827,123.0314,55.79655329,1.736808058
21575,67.82451,130.8329,59.33464853,1.722742554
21576,67.48875,111.5242,50.57786848,1.71421425
21577,69.68654,142.2781,64.52521542,1.770038116
21578,69.65756,142.6607,64.69873016,1.769302024
21579,70.94824,134.3418,60.92598639,1.802085296
21580,68.7831,121.5774,55.13714286,1.74709074
21581,69.0255,135.5666,61.48145125,1.7532477
21582,68.53275,151.8248,68.85478458,1.74073185
21583,65.24397,139.6435,63.33038549,1.657196838
21584,68.75415,122.4198,55.51918367,1.74635541
21585,66.91508,118.2568,53.63120181,1.699643032
21586,68.90378,143.5003,65.07950113,1.750156012
21587,64.45659,137.1951,62.22,1.637197386
21588,69.37774,133.934,60.74104308,1.762194596
21589,69.76118,106.7714,48.42240363,1.771933972
21590,67.73498,132.2829,59.9922449,1.720468492
21591,65.93122,136.2363,61.78517007,1.674652988
21592,72.06156,145.1228,65.8153288,1.830363624
21593,69.92008,139.7968,63.3999093,1.775970032
21594,68.01618,121.4656,55.08643991,1.727610972
21595,70.62601,146.913,66.62721088,1.793900654
21596,65.42178,112.1659,50.86888889,1.661713212
21597,68.50672,139.005,63.04081633,1.740070688
21598,69.48629,128.6752,58.35609977,1.764951766
21599,65.57785,136.1471,61.74471655,1.66567739
21600,67.95425,122.3756,55.49913832,1.72603795
21601,68.9238,137.9993,62.58471655,1.75066452
21602,64.5782,113.4876,51.46829932,1.64028628
21603,69.22296,137.6336,62.41886621,1.758263184
21604,65.8112,122.3264,55.4768254,1.67160448
21605,68.38674,122.2001,55.41954649,1.737023196
21606,68.064,123.0604,55.80970522,1.7288256
21607,71.89949,144.9726,65.74721088,1.826247046
21608,66.75955,113.9546,51.6800907,1.69569257
21609,66.26364,111.5726,50.59981859,1.683096456
21610,69.12286,121.6069,55.15052154,1.755720644
21611,71.05851,132.4697,60.07696145,1.804886154
21612,67.82703,134.8738,61.16725624,1.722806562
21613,66.1189,130.9344,59.38068027,1.67942006
21614,67.76657,123.0486,55.80435374,1.721270878
21615,66.34736,129.4624,58.71310658,1.685222944
21616,69.88206,132.1693,59.94072562,1.775004324
21617,68.8186,116.2218,52.70829932,1.74799244
21618,69.22245,130.6511,59.25219955,1.75825023
21619,69.56448,149.2076,67.6678458,1.766937792
21620,65.74056,129.3787,58.67514739,1.669810224
21621,66.94081,129.4569,58.71061224,1.700296574
21622,66.44573,128.19,58.13605442,1.687721542
21623,68.4432,137.5434,62.37795918,1.73845728
21624,67.98349,130.0934,58.99927438,1.726780646
21625,68.25542,128.3862,58.22503401,1.733687668
21626,67.17137,115.7127,52.47741497,1.706152798
21627,66.57049,137.5753,62.3924263,1.690890446
21628,65.00255,127.5117,57.82843537,1.65106477
21629,68.08759,132.0304,59.87773243,1.729424786
21630,68.04764,140.0717,63.5245805,1.728410056
21631,69.45338,147.4061,66.850839,1.764115852
21632,67.9968,110.0948,49.92961451,1.72711872
21633,63.71092,103.5775,46.9739229,1.618257368
21634,67.26281,132.7455,60.20204082,1.708475374
21635,66.4024,117.3694,53.22875283,1.68662096
21636,63.39192,109.587,49.69931973,1.610154768
21637,67.72768,118.9536,53.94721088,1.720283072
21638,66.803,119.5927,54.23705215,1.6967962
21639,67.10602,104.2534,47.28045351,1.704492908
21640,67.28255,128.7274,58.37977324,1.70897677
21641,66.92397,111.4987,50.56630385,1.699868838
21642,69.27156,142.0013,64.39968254,1.759497624
21643,69.82977,150.7596,68.37170068,1.773676158
21644,67.13762,115.8561,52.54244898,1.705295548
21645,68.9154,122.9638,55.76589569,1.75045116
21646,68.58518,118.3007,53.65111111,1.742063572
21647,67.44759,110.2889,50.01764172,1.713168786
21648,68.28475,135.5616,61.47918367,1.73443265
21649,66.59309,133.2853,60.44684807,1.691464486
21650,69.66864,125.674,56.99501134,1.769583456
21651,66.48926,127.8714,57.99156463,1.688827204
21652,66.0901,124.6678,56.53868481,1.67868854
21653,68.39518,128.0957,58.09328798,1.737237572
21654,70.80442,130.4059,59.14099773,1.798432268
21655,70.79288,124.7995,56.5984127,1.798139152
21656,66.19153,144.743,65.6430839,1.681264862
21657,69.06036,115.5577,52.40712018,1.754133144
21658,68.21507,129.3545,58.66417234,1.732662778
21659,65.55386,118.7886,53.87238095,1.665068044
21660,68.80277,116.4346,52.80480726,1.747590358
21661,69.1402,119.6141,54.24675737,1.75616108
21662,68.15536,129.5781,58.76557823,1.731146144
21663,68.42978,134.0208,60.78040816,1.738116412
21664,71.79676,147.6642,66.96789116,1.823637704
21665,68.11027,145.6245,66.04285714,1.730000858
21666,64.77343,138.189,62.6707483,1.645245122
21667,68.49853,114.9544,52.13351474,1.739862662
21668,68.55531,146.7026,66.53179138,1.741304874
21669,67.41253,130.7003,59.27451247,1.712278262
21670,71.11461,153.6546,69.68462585,1.806311094
21671,66.74425,129.3251,58.650839,1.69530395
21672,68.39703,131.2146,59.5077551,1.737284562
21673,69.25426,139.9834,63.48453515,1.759058204
21674,67.91866,136.0479,61.69972789,1.725133964
21675,66.60066,131.2614,59.52897959,1.691656764
21676,67.43294,126.1017,57.18897959,1.712796676
21677,69.11285,147.8694,67.06095238,1.75546639
21678,69.6757,134.3107,60.91188209,1.76976278
21679,68.41421,146.046,66.23401361,1.737720934
21680,65.50774,100.9124,45.76526077,1.663896596
21681,69.76777,137.657,62.42947846,1.772101358
21682,70.67766,141.3048,64.08380952,1.795212564
21683,66.20366,129.6357,58.79170068,1.681572964
21684,65.94018,100.974,45.79319728,1.674880572
21685,71.3988,129.6586,58.80208617,1.81352952
21686,71.26908,149.5428,67.81986395,1.810234632
21687,65.25052,135.2581,61.34154195,1.657363208
21688,70.22019,129.3704,58.67138322,1.783592826
21689,67.46231,121.088,54.91519274,1.713542674
21690,65.38827,125.245,56.80045351,1.660862058
21691,71.06891,151.2576,68.59755102,1.805150314
21692,70.64691,149.0675,67.60430839,1.794431514
21693,65.94902,125.9638,57.12643991,1.675105108
21694,69.02074,128.0814,58.08680272,1.753126796
21695,70.46626,151.3353,68.63278912,1.789843004
21696,68.28099,121.4549,55.0815873,1.734337146
21697,67.90092,146.1333,66.27360544,1.724683368
21698,66.4104,125.4014,56.87138322,1.68682416
21699,68.78832,128.2448,58.16090703,1.747223328
21700,64.64202,117.7037,53.38036281,1.641907308
21701,64.62019,126.3926,57.32090703,1.641352826
21702,68.67167,106.6081,48.34834467,1.744260418
21703,68.10937,128.4228,58.24163265,1.729977998
21704,66.32562,128.0712,58.08217687,1.684670748
21705,68.69826,126.9703,57.58290249,1.744935804
21706,62.48237,100.3418,45.50648526,1.587052198
21707,68.46424,133.7977,60.67922902,1.738991696
21708,65.35569,125.5137,56.92231293,1.660034526
21709,65.85849,129.4713,58.71714286,1.672805646
21710,66.3082,126.7998,57.50557823,1.68422828
21711,65.70911,113.7976,51.60888889,1.669011394
21712,65.6121,131.8419,59.7922449,1.66654734
21713,67.63331,135.7273,61.55433107,1.717886074
21714,66.74792,123.7179,56.10789116,1.695397168
21715,70.65296,157.9704,71.64190476,1.794585184
21716,68.17586,116.5777,52.86970522,1.731666844
21717,69.85767,136.0274,61.69043084,1.774384818
21718,66.60797,119.7939,54.32829932,1.691842438
21719,69.08158,145.2811,65.88712018,1.754672132
21720,67.16475,120.9003,54.83006803,1.70598465
21721,66.35066,114.9647,52.13818594,1.685306764
21722,66.59299,129.3826,58.6769161,1.691461946
21723,65.04067,101.3936,45.98349206,1.652033018
21724,68.30625,124.8439,56.61854875,1.73497875
21725,67.6115,129.8552,58.89124717,1.7173321
21726,69.20628,146.9622,66.64952381,1.757839512
21727,70.44549,146.535,66.45578231,1.789315446
21728,70.91437,136.5757,61.93909297,1.801224998
21729,65.42417,133.412,60.50430839,1.661773918
21730,67.54349,139.8108,63.4062585,1.715604646
21731,67.24006,129.7754,58.85505669,1.707897524
21732,68.186,139.256,63.15464853,1.7319244
21733,66.55056,104.7859,47.52195011,1.690384224
21734,68.61863,141.8655,64.33809524,1.742913202
21735,68.3969,138.2968,62.71963719,1.73728126
21736,69.25466,123.9714,56.22285714,1.759068364
21737,66.51789,122.2101,55.42408163,1.689554406
21738,69.53102,130.8152,59.32662132,1.766087908
21739,67.84335,134.6077,61.04657596,1.72322109
21740,67.73899,123.6453,56.07496599,1.720570346
21741,69.10056,133.7242,60.64589569,1.755154224
21742,67.22282,136.6474,61.97160998,1.707459628
21743,70.14077,117.6351,53.3492517,1.781575558
21744,66.63163,127.9701,58.03632653,1.692443402
21745,69.45646,136.697,61.99410431,1.764194084
21746,69.02288,157.9236,71.62068027,1.753181152
21747,69.04845,144.0225,65.31632653,1.75383063
21748,65.98766,115.1328,52.21442177,1.676086564
21749,68.32236,137.4591,62.33972789,1.735387944
21750,69.06911,130.3359,59.1092517,1.754355394
21751,67.6674,128.978,58.49342404,1.71875196
21752,67.94975,129.5573,58.75614512,1.72592365
21753,68.79124,110.5886,50.15356009,1.747297496
21754,68.35343,138.2477,62.69736961,1.736177122
21755,68.31792,137.2072,62.22548753,1.735275168
21756,69.47505,131.5983,59.68176871,1.76466627
21757,67.39877,108.4221,49.17102041,1.711928758
21758,67.90904,129.8693,58.89764172,1.724889616
21759,69.51989,142.6941,64.71387755,1.765805206
21760,67.83781,148.7128,67.44344671,1.723080374
21761,65.60406,115.2958,52.28834467,1.666343124
21762,68.8712,135.0711,61.25673469,1.74932848
21763,67.41876,114.7234,52.02875283,1.712436504
21764,66.89864,112.6633,51.09446712,1.699225456
21765,67.05157,111.2213,50.44049887,1.703109878
21766,68.65952,126.4751,57.358322,1.743951808
21767,68.82781,124.8432,56.61823129,1.748226374
21768,68.27979,132.045,59.88435374,1.734306666
21769,67.24388,126.8469,57.52693878,1.707994552
21770,65.70125,118.0533,53.53891156,1.66881175
21771,68.53534,142.5502,64.64861678,1.740797636
21772,68.97033,135.912,61.63809524,1.751846382
21773,69.42265,123.1637,55.85655329,1.76333531
21774,65.89796,116.9465,53.03696145,1.673808184
21775,67.48926,121.2539,54.99043084,1.714227204
21776,68.24839,126.698,57.45941043,1.733509106
21777,69.9615,142.6772,64.70621315,1.7770221
21778,69.1349,133.9896,60.7662585,1.75602646
21779,65.7668,114.8528,52.08743764,1.67047672
21780,69.31519,132.0639,59.89292517,1.760605826
21781,67.68043,112.7006,51.11138322,1.719082922
21782,65.7642,105.172,47.69705215,1.67041068
21783,68.65969,107.7614,48.87138322,1.743956126
21784,72.48764,132.3992,60.04498866,1.841186056
21785,64.78256,110.153,49.95600907,1.645477024
21786,70.4841,159.2503,72.22235828,1.79029614
21787,69.67148,143.2815,64.98027211,1.769655592
21788,65.12354,134.8383,61.15115646,1.654137916
21789,68.17589,135.8612,61.61505669,1.731667606
21790,68.75037,129.4885,58.72494331,1.746259398
21791,67.50063,144.4117,65.49283447,1.714516002
21792,66.18238,115.3209,52.29972789,1.681032452
21793,66.93648,142.2417,64.50870748,1.700186592
21794,67.71915,134.6098,61.04752834,1.72006641
21795,66.15708,124.7595,56.58027211,1.680389832
21796,68.60607,121.8448,55.2584127,1.742594178
21797,64.407,116.1544,52.67773243,1.6359378
21798,65.95004,110.1839,49.97002268,1.675131016
21799,69.6538,107.6804,48.83464853,1.76920652
21800,67.30606,131.0374,59.42739229,1.709573924
21801,69.65916,124.3081,56.37555556,1.769342664
21802,68.25471,144.5448,65.55319728,1.733669634
21803,67.50858,135.5885,61.49138322,1.714717932
